BASE_WORD	INPUT_WORD	TYPE	RELATION_ID	IN_WORD_NET	CNT
newspaper	paper	meronyms	5308	0	4
bathroom	soap	meronyms	5316	0	4
elephant	leg	meronyms	4999	0	4
casino	money	meronyms	6824	0	4
boat	ship	hyponyms	8169	0	4
sport	football	hyponyms	8204	0	4
relative	grandma	hyponyms	8750	0	4
inning	batting	meronyms	11188	0	4
desirable	hated	antonyms	11195	0	4
plaster	cast	hyponyms	10688	0	4
mill	stone	meronyms	10651	0	4
writings	prose	synonyms	10801	0	4
sleep	snooze	hyponyms	10909	0	4
worth	worthless	antonyms	12094	0	4
similarity	twin	hyponyms	11847	0	4
woody	wood	synonyms	12752	0	4
abundance	food	hyponyms	12590	0	4
immature	baby	synonyms	14109	0	4
woody	grainy	synonyms	14679	0	4
hanging	wall	hyponyms	15255	0	4
door	handle	meronyms	41	0	4
elephant	tusks	meronyms	147	0	4
lake	fish	meronyms	309	0	4
cat	teeth	meronyms	405	0	4
city	government	meronyms	498	0	4
book	conclusion	meronyms	1653	0	4
alligator	jaw	meronyms	1714	0	4
school	bathroom	meronyms	1271	0	4
school	classrooms	meronyms	913	0	4
town	schools	meronyms	927	0	4
town	library	meronyms	930	0	4
volcano	heat	meronyms	954	0	4
honeybee	yellow	meronyms	1431	0	4
textbook	text	meronyms	1533	0	4
party	dance	meronyms	2121	0	4
document	introduction	meronyms	2482	0	4
town	city	meronyms	2612	0	4
sentence	beginning	meronyms	2417	0	4
female	toes	meronyms	1848	0	4
city	neighborhood	meronyms	1902	0	4
eagle	talon	meronyms	1767	0	4
computer	software	meronyms	2024	0	4
pipe	water	meronyms	2686	0	4
dictionary	index	meronyms	3679	0	4
hotel	room	meronyms	3550	0	4
harbor	dock	meronyms	3571	1	4
iphone	charger	meronyms	2940	0	4
hunter	arms	meronyms	3019	0	4
army	guns	meronyms	3318	0	4
stew	onions	meronyms	3391	0	4
airport	check in	meronyms	4280	0	4
map	countries	meronyms	3737	0	4
oven	rack	meronyms	3753	0	4
restaurant	seats	meronyms	4044	0	4
house	garage	meronyms	4051	0	4
court	lawyer	meronyms	4109	0	4
restaurant	waitress	meronyms	5177	0	4
cave	rock	meronyms	5530	0	4
cookie	chocolate	meronyms	5561	0	4
pencil	metal	meronyms	6498	0	4
chicken	eye	meronyms	2528	0	4
textbook	title	meronyms	2247	0	4
refrigerator	ice	meronyms	2286	0	4
park	tree	meronyms	2200	0	4
aquarium	sand	meronyms	1892	0	4
aquarium	coral	meronyms	1893	0	4
city	stores	meronyms	1867	0	4
chicken	talons	meronyms	1997	0	4
quarter	rim	meronyms	2054	0	4
film	story	meronyms	3504	0	4
bird	beak	meronyms	3534	1	4
stopsign	pole	meronyms	3560	0	4
nation	country	meronyms	3578	0	4
house	rooms	meronyms	3007	0	4
story	plot	meronyms	3125	0	4
map	states	meronyms	3109	0	4
face	cheeks	meronyms	3190	0	4
novel	middle	meronyms	3309	0	4
train	coal	meronyms	4523	0	4
story	chapter	meronyms	3746	0	4
hotel	rooms	meronyms	5011	0	4
factory	workers	meronyms	6187	0	4
laptop	mouse	meronyms	5666	0	4
alarm	silence	antonyms	8079	0	4
appliance	dryer	hyponyms	8115	1	4
meat	pork	hyponyms	8404	1	4
test	quiz	synonyms	8620	1	4
go	come	antonyms	8519	1	4
go	stop	antonyms	8520	0	4
fat	small	antonyms	9163	0	4
tool	nails	hyponyms	10084	0	4
rise	fall	antonyms	10466	1	4
hitch	break	antonyms	10833	0	4
aggression	fight	hyponyms	10984	0	4
similarity	differences	antonyms	11122	0	4
upload	download	antonyms	12239	1	4
prefix	after	antonyms	11408	0	4
skin	tissue	meronyms	11523	0	4
water	pond	meronyms	11740	0	4
dissolution	separation	hyponyms	11895	0	4
woods	forrest	synonyms	12702	0	4
seafood	trout	hyponyms	12938	0	4
obstruction	gate	hyponyms	13104	0	4
spacecraft	astronaut	meronyms	12388	0	4
mill	wind	meronyms	13507	0	4
feeding	fork	meronyms	14090	0	4
seafood	octopus	hyponyms	13593	1	4
looking	observing	synonyms	13661	0	4
climb	wall	hyponyms	15268	0	4
feeding	bottle	meronyms	15818	0	4
kitchen	table	meronyms	195	0	4
product	product	meronyms	1029	0	4
map	key	meronyms	1114	0	4
region	country	meronyms	1549	0	4
president	legs	meronyms	2135	0	4
shoe	toe	meronyms	1815	0	4
liquid	ice	meronyms	2299	0	4
town	cars	meronyms	1912	0	4
robot	hand	meronyms	2752	0	4
bird	wings	meronyms	3533	0	4
pool	stairs	meronyms	2908	0	4
hunter	vest	meronyms	3018	0	4
pool	deep end	meronyms	3275	0	4
sentence	word	meronyms	3287	0	4
robot	chip	meronyms	1002	0	4
bathroom	bath	meronyms	1147	1	4
mansion	dining room	meronyms	1164	0	4
town	suburbs	meronyms	1328	0	4
refrigerator	handle	meronyms	1096	0	4
eye	lens	meronyms	1476	1	4
car	brakes	meronyms	2073	0	4
meal	spoon	meronyms	2170	0	4
wheel	air	meronyms	2467	0	4
town	park	meronyms	2481	0	4
eagle	body	meronyms	1802	0	4
quarter	cents	meronyms	2542	0	4
quarter	president	meronyms	2339	0	4
textbook	table of contents	meronyms	2352	0	4
pipe	plastic	meronyms	1915	0	4
party	decorations	meronyms	1920	0	4
library	chairs	meronyms	2017	0	4
library	shelf	meronyms	2018	0	4
tank	turret	meronyms	3465	1	4
film	end	meronyms	3505	0	4
honeybee	sting	meronyms	2795	0	4
park	path	meronyms	3633	0	4
house	basement	meronyms	3008	0	4
hunter	camo	meronyms	3010	0	4
poem	end	meronyms	3129	0	4
neighborhood	street	meronyms	3166	0	4
pizza	pineapple	meronyms	3961	0	4
cabinet	shelves	meronyms	6049	0	4
bicycle	chain	meronyms	6678	1	4
grain	rye	hyponyms	8094	1	4
pester	bug	synonyms	8108	1	4
boat	sailboat	hyponyms	8164	0	4
clothing	socks	hyponyms	8181	0	4
clothing	hat	hyponyms	8186	0	4
climate	rainy	hyponyms	8733	0	4
relative	grandpa	hyponyms	8748	0	4
alarm	soothe	antonyms	8814	0	4
muscle	bicep	hyponyms	9001	0	4
wake	go to sleep	antonyms	10776	0	4
hanging	execution	synonyms	10905	0	4
writings	phrase	meronyms	11421	0	4
sleep	alive	antonyms	11495	0	4
dish	plastic	meronyms	11524	0	4
tail	tip	meronyms	12155	0	4
activation	deactivation	antonyms	12164	1	4
chain	steel	meronyms	11552	0	4
writings	grammar	meronyms	11598	0	4
localized	nearby	synonyms	11792	0	4
asian	vietnamese	hyponyms	12797	1	4
electricity	power	hyponyms	12531	0	4
hanging	noose	synonyms	13358	0	4
looking	gazing	hyponyms	14010	0	4
limited	expanded	antonyms	13645	0	4
dish	entree	meronyms	14170	0	4
aquarium	whales	meronyms	80	0	4
refrigerator	compressor	meronyms	89	0	4
honeybee	hair	meronyms	569	0	4
video	soundtrack	meronyms	1692	0	4
video	frame	meronyms	1210	0	4
purse	clasp	meronyms	1220	1	4
volcano	rocks	meronyms	1362	0	4
honeybee	black	meronyms	1433	0	4
product	design	meronyms	1030	0	4
textbook	author	meronyms	2101	0	4
aquarium	sharks	meronyms	79	0	4
cookie	flour	meronyms	109	0	4
zoo	animals	meronyms	238	0	4
cat	whiskers	meronyms	251	0	4
lizard	mouth	meronyms	393	0	4
cat	legs	meronyms	406	0	4
horse	saddle	meronyms	689	0	4
female	mouth	meronyms	964	0	4
purse	outside	meronyms	1262	0	4
party	fun	meronyms	1385	0	4
library	book	meronyms	1512	0	4
product	package	meronyms	1564	0	4
pool	filter	meronyms	2129	0	4
video	scene	meronyms	2174	0	4
female	back	meronyms	2195	0	4
female	breast	meronyms	1851	0	4
face	forehead	meronyms	3516	1	4
harbor	boat	meronyms	3574	0	4
violin	music	meronyms	2993	0	4
microwave	buttons	meronyms	3102	0	4
restaurant	dining room	meronyms	3162	0	4
event	middle	meronyms	4357	0	4
novel	cover	meronyms	4112	0	4
opera	music	meronyms	5595	0	4
shark	gill	meronyms	5460	0	4
airplane	cabin	meronyms	4746	0	4
train	caboose 	meronyms	4889	0	4
rifle	bullet	meronyms	6303	0	4
guitar	strings	meronyms	6073	0	4
newspaper	ink	meronyms	6095	0	4
gemstone	ruby	hyponyms	8244	0	4
pasta	spaghetti	hyponyms	8958	1	4
bring	take	synonyms	9271	1	4
foul	pigeon	hyponyms	11153	0	4
month	weekday	meronyms	11342	0	4
localized	community	synonyms	11346	0	4
foul	out	hyponyms	11356	0	4
mill	grinder	meronyms	10653	0	4
plaster	paste	hyponyms	10815	0	4
writings	essays	synonyms	11128	0	4
spacecraft	rockets	meronyms	11991	0	4
similarity	shape	hyponyms	11993	0	4
spacecraft	thruster	meronyms	11507	0	4
rod	middle	meronyms	12683	0	4
writings	beginning	meronyms	12873	0	4
dish	china	meronyms	12982	0	4
sleep	slumber	hyponyms	12569	0	4
bike	motor	hyponyms	12608	0	4
woods	jungle	meronyms	12298	0	4
paris	french	meronyms	13810	0	4
bike	handlebars	meronyms	14051	0	4
paris	streets	meronyms	14098	0	4
minute	seconds	meronyms	14121	0	4
electricity	charge	synonyms	15249	0	4
beach	waves	meronyms	125	0	4
solar	asteroids	meronyms	542	0	4
zoo	cages	meronyms	243	0	4
cat	nose	meronyms	254	0	4
fish	scales	meronyms	329	0	4
fish	tail	meronyms	331	0	4
party	beer	meronyms	1616	0	4
video	reel	meronyms	881	0	4
email	header	meronyms	667	0	4
robot	circuits	meronyms	685	0	4
insect	legs	meronyms	72	0	4
cookie	sugar	meronyms	111	0	4
feather	quill	meronyms	474	1	4
liquid	hydrogen	meronyms	1634	0	4
alligator	claws	meronyms	1713	0	4
bus	driver	meronyms	825	0	4
picture	paint	meronyms	846	0	4
party	gifts	meronyms	1251	0	4
pipe	pipe	meronyms	1276	0	4
finger	fingernail	meronyms	968	1	4
microwave	handle	meronyms	1182	0	4
town	house	meronyms	1327	0	4
alligator	green	meronyms	1421	0	4
restaurant	chef	meronyms	1131	0	4
story	climax	meronyms	1118	1	4
meal	dinner	meronyms	1491	0	4
radio	speakers	meronyms	2148	0	4
moon	surface	meronyms	1832	0	4
book	letters	meronyms	1860	0	4
purse	button	meronyms	1865	0	4
honeybee	antennae	meronyms	1744	0	4
meal	chicken	meronyms	2043	0	4
yard	trees	meronyms	2747	0	4
horse	leg	meronyms	2857	0	4
map	mountains	meronyms	3409	0	4
document	body	meronyms	3424	0	4
neighborhood	cars	meronyms	3510	0	4
pants	button	meronyms	3522	0	4
shack	window	meronyms	3567	0	4
face	teeth	meronyms	3607	0	4
dictionary	meaning	meronyms	3393	0	4
solar	neptune	meronyms	4145	0	4
museum	hall	meronyms	3884	0	4
textbook	ink	meronyms	4053	0	4
solar	pluto	meronyms	4869	0	4
glasses	lens	meronyms	5822	0	4
lounge	bar	meronyms	5851	0	4
laptop	keyboard	meronyms	5665	0	4
office	desk	meronyms	5797	0	4
population	people	meronyms	5816	0	4
door	hinge	meronyms	6112	0	4
relative	child	hyponyms	8103	0	4
gemstone	diamond	hyponyms	8240	0	4
remark	comment	synonyms	8611	1	4
warm	freezing	antonyms	8515	0	4
boat	canoe	hyponyms	9028	0	4
foul	basketball	hyponyms	10692	0	4
writings	nouns	meronyms	10596	0	4
paris	louvre	meronyms	11028	1	4
inning	bases	meronyms	11087	0	4
similarity	antonym	antonyms	11127	0	4
writings	journal	synonyms	12213	0	4
plaster	walls	hyponyms	12039	0	4
looking	peeking	synonyms	12052	0	4
foul	play	hyponyms	11908	0	4
inning	first	meronyms	12675	0	4
protest	strike	hyponyms	12706	0	4
woods	leaf	meronyms	12817	0	4
woods	birds	meronyms	12909	0	4
spacecraft	cabin	meronyms	12255	1	4
looking	staring	synonyms	13447	0	4
writings	commas	meronyms	13305	0	4
marching	stomping	hyponyms	13419	0	4
funk	smell	synonyms	13674	0	4
weapon	gun	hyponyms	8279	1	3
preceding	after	antonyms	9457	0	3
white	black	antonyms	8539	1	3
writings	paragraph	synonyms	11181	0	3
writings	opening	meronyms	11337	0	3
desirable	bad	antonyms	11355	0	3
eligible	uneligible	antonyms	10455	0	3
lumber	wood	meronyms	10522	1	3
voter	independent	hyponyms	10782	0	3
bike	brakes	meronyms	10787	0	3
obstruction	traffic	hyponyms	10865	0	3
sleep	sound	hyponyms	10908	0	3
woody	plain	antonyms	10957	0	3
dissolution	end	hyponyms	11105	0	3
pony	nag	synonyms	12171	0	3
multiple	single	antonyms	12231	1	3
chain	loops	meronyms	12162	0	3
hitch	release	antonyms	11557	0	3
writings	novel	meronyms	11597	0	3
localized	small	synonyms	11809	0	3
writings	lines	meronyms	11925	0	3
electricity	amps	synonyms	13177	0	3
looking	look	synonyms	12844	1	3
mill	saw	meronyms	13074	0	3
seafood	scallop	hyponyms	12270	0	3
aggression	punch	hyponyms	12443	0	3
dish	bowl	meronyms	13498	0	3
asian	malaysian	hyponyms	13404	1	3
water	spring	meronyms	13839	0	3
dissolution	water	hyponyms	13725	0	3
ballet	pirouette	meronyms	13754	0	3
foul	legal	antonyms	13666	0	3
bank	checking	hyponyms	14207	0	3
bike	brake	meronyms	14213	0	3
teaching	teacher	meronyms	14141	0	3
desirable	u	antonyms	14268	0	3
sinking	drowning	synonyms	15213	0	3
bike	tires	meronyms	15258	0	3
marching	parade	synonyms	15525	0	3
skin	tone	meronyms	10969	0	3
month	january	meronyms	11969	0	3
dissolution	breakup	hyponyms	11743	0	3
swivel	rotate	synonyms	12129	0	3
writings	scribbles	synonyms	11581	0	3
heart	pain	meronyms	12790	0	3
controversial	agreeable	antonyms	12341	0	3
foul	clean	antonyms	12493	0	3
dish	sides	meronyms	12520	0	3
disturb	annoy	synonyms	13827	0	3
breathing	exhale	meronyms	14066	0	3
writings	pages	meronyms	13654	0	3
ice	crystal	meronyms	13695	0	3
hanging	dangling	hyponyms	15018	0	3
teaching	student	meronyms	14140	0	3
minute	time	meronyms	14200	0	3
chain	together	meronyms	14347	0	3
chain	beginning	meronyms	14461	0	3
mansion	tower	hyponyms	15316	0	3
woody	tree	antonyms	15546	0	3
skin	hands	meronyms	15664	0	3
bedroom	bed	meronyms	142	1	3
camera	shutter	meronyms	717	1	3
camera	film	meronyms	720	0	3
pool	cover	meronyms	1018	0	3
region	town	meronyms	1546	0	3
video	visual	meronyms	1579	0	3
town	city hall	meronyms	1602	0	3
finger	muscle	meronyms	2128	0	3
museum	exit	meronyms	2153	0	3
meal	fork	meronyms	2167	0	3
wheel	rims	meronyms	1925	0	3
school	chalkboard	meronyms	1931	0	3
airport	aeroplane	meronyms	2784	0	3
airport	pilot	meronyms	2804	0	3
document	page	meronyms	3459	0	3
school	room	meronyms	2720	0	3
laptop	keys	meronyms	3594	0	3
dungeon	bars	meronyms	3610	0	3
region	west	meronyms	2936	0	3
monkey	fingers	meronyms	3105	0	3
film	title	meronyms	3155	0	3
tree	flower	meronyms	4372	0	3
table	screws	meronyms	3716	0	3
hunter	jacket	meronyms	3849	0	3
library	table	meronyms	4032	0	3
novel	title	meronyms	4134	0	3
soldier	boots	meronyms	4697	0	3
turtle	feet	meronyms	5178	0	3
king	dress	meronyms	5505	0	3
mansion	bedroom	meronyms	5244	0	3
zebra	leg	meronyms	5282	0	3
glasses	arms	meronyms	4755	0	3
document	sentence	meronyms	4842	0	3
flag	design	meronyms	4873	0	3
casino	tables	meronyms	5842	0	3
pencil	tip	meronyms	5950	1	3
farm	cows	meronyms	5743	0	3
office	chair	meronyms	5798	0	3
guitar	pick	meronyms	6072	0	3
triangle	sides	meronyms	6530	0	3
sphere	outside	meronyms	7465	0	3
island	water	meronyms	6726	0	3
magazine	stories	meronyms	6891	0	3
elephant	legs	meronyms	381	0	3
planet	atmosphere	meronyms	815	0	3
airport	terminals	meronyms	660	0	3
party	singing	meronyms	1254	0	3
car	tires	meronyms	978	0	3
library	bookshelves	meronyms	983	0	3
computer	chip	meronyms	986	1	3
game	piece	meronyms	1361	0	3
female	stomach	meronyms	1367	0	3
female	lips	meronyms	1372	0	3
iphone	memory	meronyms	1048	0	3
restaurant	drinks	meronyms	1132	0	3
textbook	bibliography	meronyms	1531	0	3
meal	napkin	meronyms	2169	0	3
skateboard	grip tape	meronyms	2468	0	3
game	bat	meronyms	2625	0	3
meal	potato	meronyms	2530	0	3
eye	cones	meronyms	2549	0	3
radio	am	meronyms	2219	0	3
party	end	meronyms	2287	0	3
pool	steps	meronyms	2292	0	3
horse	flank	meronyms	2381	0	3
female	tits	meronyms	2424	0	3
book	story	meronyms	1862	0	3
region	roads	meronyms	2828	0	3
hunter	rifle	meronyms	3473	0	3
pie	fruit	meronyms	3542	0	3
region	north	meronyms	2934	0	3
house	attic	meronyms	3005	1	3
map	water	meronyms	3110	0	3
radio	volume	meronyms	3332	0	3
gym	bleachers	meronyms	4233	0	3
painting	painter	meronyms	4464	0	3
solar	star	meronyms	4516	0	3
hunter	mouth	meronyms	4562	0	3
yard	ground	meronyms	3809	0	3
bicycle	seat	meronyms	3793	0	3
restaurant	staff	meronyms	4045	0	3
airplane	fuselage	meronyms	4077	1	3
cave	stone	meronyms	5529	0	3
bird	wing	meronyms	5251	1	3
flag	rope	meronyms	5047	0	3
market	shop	meronyms	6140	0	3
island	sand	meronyms	6258	0	3
zebra	stripes	meronyms	5919	0	3
dungeon	chains	meronyms	5703	0	3
glasses	glass	meronyms	7107	0	3
clothing	coat	hyponyms	8183	0	3
shape	square	hyponyms	8211	1	3
shoe	bottom	meronyms	7762	0	3
grain	oats	hyponyms	9463	0	3
short	long	antonyms	8534	1	3
climate	windy	hyponyms	8766	0	3
fat	tiny	antonyms	8869	0	3
earnings	revenue	synonyms	8924	0	3
landscape	forest	hyponyms	9145	0	3
sterile	infected	antonyms	9244	0	3
soup	tomato soup	hyponyms	10082	0	3
soup	veloute	hyponyms	10083	0	3
yellow	amber	synonyms	11179	0	3
magnetic	unmagnetic	antonyms	11309	0	3
inning	end	meronyms	10700	0	3
inning	middle	meronyms	10701	0	3
ice	h2o	meronyms	10963	0	3
oven	heater	meronyms	3227	0	3
iphone	volume	meronyms	3345	0	3
map	lines	meronyms	4254	0	3
male	balls	meronyms	4255	0	3
story	preface	meronyms	4424	0	3
story	title	meronyms	4425	0	3
neighborhood	yards	meronyms	4454	0	3
sphere	top	meronyms	3997	0	3
pumpkin	flesh	meronyms	3692	0	3
meal	main	meronyms	3768	0	3
bicycle	bell	meronyms	3791	0	3
radio	plug	meronyms	5493	0	3
pumpkin	fruit	meronyms	4885	0	3
president	leader	meronyms	4896	0	3
bathroom	light	meronyms	4927	0	3
bed	headboard	meronyms	4848	0	3
mansion	room	meronyms	5853	0	3
casino	poker	meronyms	5884	0	3
zebra	black	meronyms	6050	0	3
zebra	white	meronyms	6051	0	3
market	items	meronyms	6122	0	3
market	vegetable	meronyms	6127	0	3
meat	horse	hyponyms	8408	0	3
alarm	relax	antonyms	9402	0	3
stop	go	antonyms	8553	0	3
principal	lead	synonyms	8592	1	3
shoe	loafer	hyponyms	8484	1	3
relative	sibling	hyponyms	8744	1	3
video	video	meronyms	8755	1	3
clothing	skirt	hyponyms	8971	0	3
boat	raft	hyponyms	9030	0	3
instrument	viola	hyponyms	9082	0	3
marching	parading	synonyms	11291	0	3
inning	beginning	meronyms	10703	0	3
wake	nap	antonyms	11035	0	3
saved	spent	antonyms	10764	0	3
limited	abundant	antonyms	10792	0	3
woody	jungle	synonyms	11997	0	3
alternating	same	antonyms	12103	0	3
rod	sinker	meronyms	12228	0	3
hanging	hang	synonyms	11663	0	3
magnetic	non magnetic	antonyms	11635	0	3
magnetic	non-magnetic	antonyms	11772	0	3
plaster	ceramic	hyponyms	11843	0	3
unanswered	unknown	synonyms	13238	0	3
foul	birds	hyponyms	12881	0	3
electricity	current	synonyms	12890	0	3
hitch	tow	hyponyms	12910	0	3
spacecraft	shield	meronyms	13008	0	3
magnetic	apart	antonyms	12656	0	3
foul	in	antonyms	12295	0	3
limited	lots	antonyms	12377	0	3
marching	running	synonyms	13429	0	3
breathing	inhale	meronyms	14067	0	3
ice	rain	meronyms	13573	0	3
aggression	physical	hyponyms	13741	0	3
foul	hit	antonyms	13664	0	3
tail	fur	meronyms	15072	0	3
bike	street	hyponyms	14168	0	3
obstruction	dam	hyponyms	14267	0	3
paris	people	meronyms	15737	0	3
writings	middle	meronyms	16892	0	3
flower	pollen	meronyms	610	0	3
lizard	head	meronyms	359	0	3
alarm	quiet	antonyms	9555	0	3
similarity	same	antonyms	11215	0	3
inning	player	meronyms	11344	0	3
looking	peering	synonyms	10741	0	3
bringing	carrying	synonyms	10465	0	3
foul	fresh	antonyms	10624	0	3
lord	savior	synonyms	10773	0	3
dissolution	melting	hyponyms	10812	0	3
similarity	like	hyponyms	11112	0	3
similarity	dif	antonyms	11126	0	3
woods	tree	synonyms	11412	0	3
plaster	of paris	hyponyms	11746	0	3
hitch	detach	antonyms	12121	0	3
water	storage	meronyms	12150	0	3
localized	regional	synonyms	11810	0	3
unanswered	open	synonyms	11824	0	3
inning	run	meronyms	11866	0	3
similarity	sameness	hyponyms	11871	0	3
lord	sir	synonyms	12557	0	3
mansion	big	hyponyms	13188	0	3
woods	bugs	meronyms	12908	0	3
immature	mature	synonyms	12615	0	3
marching	parade	hyponyms	12459	0	3
woods	path	meronyms	13341	0	3
inning	pitches	meronyms	13747	0	3
sleep	good	hyponyms	13630	0	3
hanging	lynching	hyponyms	13657	0	3
saved	discarded	antonyms	15049	0	3
hanging	lynch	hyponyms	16856	0	3
sinking	falling	synonyms	15171	0	3
hanging	chilling	synonyms	16790	0	3
refrigerator	milk	meronyms	90	0	3
beach	sea	meronyms	124	0	3
army	general	meronyms	153	0	3
nation	government	meronyms	212	0	3
nation	states	meronyms	214	0	3
cat	claws	meronyms	248	0	3
building	room	meronyms	313	1	3
town	shops	meronyms	1670	0	3
city	suburb	meronyms	1717	0	3
city	shops	meronyms	1267	0	3
party	birthday	meronyms	1282	0	3
school	locker	meronyms	1298	0	3
moon	water	meronyms	1342	0	3
video	intro	meronyms	1375	0	3
pipe	inside	meronyms	1381	0	3
town	stores	meronyms	1394	0	3
party	host	meronyms	1417	0	3
finger	print	meronyms	1497	0	3
park	benches	meronyms	1517	0	3
city	police station	meronyms	1589	0	3
skateboard	trucks	meronyms	2182	0	3
moon	light	meronyms	2585	0	3
video	play	meronyms	2428	0	3
alligator	ears	meronyms	1878	0	3
wheel	bolts	meronyms	1923	0	3
moon	dirt	meronyms	1942	0	3
volcano	mouth	meronyms	1969	0	3
pool	people	meronyms	2815	0	3
sentence	grammar	meronyms	2863	0	3
gym	pool	meronyms	3444	0	3
shoe	shocks	meronyms	2878	0	3
robot	brain	meronyms	3171	0	3
map	oceans	meronyms	3111	0	3
library	stacks	meronyms	286	1	3
fish	gills	meronyms	333	0	3
lizard	legs	meronyms	364	0	3
elephant	tusk	meronyms	379	1	3
pipe	neck	meronyms	808	0	3
party	location	meronyms	813	0	3
book	ink	meronyms	1249	0	3
storm	cold	meronyms	925	0	3
textbook	binding	meronyms	1007	0	3
microwave	plate	meronyms	1183	0	3
game	win	meronyms	1356	0	3
product	marketing	meronyms	1028	0	3
liquid	cold	meronyms	1460	0	3
video	time	meronyms	1581	0	3
museum	roof	meronyms	2151	0	3
violin	tuner	meronyms	2492	0	3
quarter	washington	meronyms	2543	0	3
horse	stomach	meronyms	1811	0	3
tree	fruits	meronyms	2268	0	3
book	word	meronyms	2343	0	3
map	towns	meronyms	2821	0	3
radio	button	meronyms	3434	0	3
car	stearing	meronyms	2644	0	3
document	sentences	meronyms	2667	0	3
monkey	eye	meronyms	2690	0	3
monkey	ear	meronyms	2693	0	3
male	testicles	meronyms	3661	0	3
robot	face	meronyms	2842	0	3
business	ceo	meronyms	3544	0	3
laboratory	table	meronyms	3591	0	3
president	trump	meronyms	2884	0	3
airport	plane	meronyms	2893	0	3
radio	news	meronyms	2903	0	3
region	south	meronyms	2939	0	3
iphone	case	meronyms	3021	0	3
soldier	head	meronyms	3277	0	3
kitchen	counter	meronyms	3327	0	3
stew	sauce	meronyms	4171	0	3
mansion	butler	meronyms	4343	0	3
pool	deck	meronyms	3701	0	3
map	cities	meronyms	3739	0	3
painting	signature	meronyms	3881	0	3
iphone	jack	meronyms	3905	0	3
finger	joints	meronyms	3979	0	3
tank	tracks	meronyms	4123	0	3
wedding	party	meronyms	5508	0	3
glasses	lenses	meronyms	4756	0	3
kitchen	knife	meronyms	4880	0	3
elephant	body	meronyms	4998	0	3
airplane	windows	meronyms	4766	0	3
pants	zip	meronyms	4808	0	3
battle	army	meronyms	6333	0	3
elephant	feet	meronyms	6504	0	3
market	money	meronyms	5989	0	3
coat	hood	meronyms	5640	0	3
desert	cactus	meronyms	5892	0	3
raspberry	fruit	meronyms	6002	0	3
boat	sail	meronyms	6813	0	3
herb	thyme	hyponyms	8391	1	3
tool	wrench	hyponyms	8237	0	3
sterile	disgusting	antonyms	9468	0	3
town	city	synonyms	8615	0	3
possess	keep	synonyms	8970	0	3
muscle	heart	hyponyms	9101	0	3
iphone	call	meronyms	2928	0	3
purse	zip	meronyms	3003	0	3
school	faculty	meronyms	3098	1	3
glasses	rim	meronyms	3304	0	3
sentence	adverb	meronyms	3313	0	3
hunter	arrow	meronyms	3368	0	3
monkey	banana	meronyms	4173	0	3
table	leg	meronyms	4394	1	3
mansion	library	meronyms	4412	0	3
stew	salt	meronyms	4553	0	3
refrigerator	shelf	meronyms	4058	0	3
park	water fountain	meronyms	4630	0	3
bed	sheets	meronyms	4729	0	3
painting	paper	meronyms	4795	0	3
guitar	wood	meronyms	6248	0	3
lawn	bugs	meronyms	6357	0	3
hamburger	bun	meronyms	5897	0	3
market	cash	meronyms	5993	0	3
restaurant	menu	meronyms	6548	0	3
nation	people	meronyms	6568	0	3
pants	pocket	meronyms	7002	0	3
song	lyrics	meronyms	7155	0	3
sport	tennis	hyponyms	8201	0	3
night	day	antonyms	8525	1	3
boat	ferry	hyponyms	8946	1	3
warm	chilly	antonyms	9507	0	3
bring	hold	synonyms	9522	0	3
test	assessment	synonyms	9527	0	3
pony	animal	synonyms	11159	0	3
writings	page	meronyms	11203	0	3
writings	novel	synonyms	11310	0	3
magnetic	sticky	antonyms	11313	0	3
writings	closing	meronyms	11336	0	3
dissolution	legal	hyponyms	11391	0	3
wake	fall asleep	antonyms	10459	0	3
writings	noun	meronyms	10842	0	3
water	plant	meronyms	10884	0	3
similarity	contrast	antonyms	10920	0	3
sinking	floating	synonyms	12076	0	3
inning	game	meronyms	11418	0	3
chain	connection	meronyms	11801	0	3
woods	paths	meronyms	11813	0	3
violate	obey	antonyms	11875	0	3
seafood	haddock	hyponyms	12693	0	3
mansion	victorian	hyponyms	13228	0	3
woods	trail	meronyms	12816	0	3
spacecraft	seats	meronyms	12860	0	3
foul	bad	hyponyms	12976	0	3
four	quadruple	synonyms	12991	0	3
looking	observing	hyponyms	13006	0	3
woods	coniferous	hyponyms	12339	0	3
inning	foul	meronyms	13509	0	3
foul	lovely	antonyms	13530	0	3
dell	computer	synonyms	13324	0	3
rod	rod	meronyms	13355	0	3
marching	army	hyponyms	14008	0	3
chain	fastener	meronyms	14459	0	3
skin	face	meronyms	14660	0	3
foul	error	hyponyms	15203	0	3
laboratory	beakers	meronyms	24	0	3
village	people	meronyms	175	0	3
kitchen	cabinets	meronyms	188	0	3
kitchen	microwave	meronyms	190	0	3
shirt	sleeves	meronyms	269	0	3
raspberry	seeds	meronyms	6549	0	3
shape	rectangle	hyponyms	8214	0	3
near	nearby	synonyms	8603	0	3
muscle	hamstring	hyponyms	9004	0	3
landscape	mountains	hyponyms	9185	0	3
music	jazz	hyponyms	9828	0	3
writings	text	synonyms	11258	0	3
woody	bare	antonyms	11323	0	3
water	filter	meronyms	11327	0	3
four	quatre	synonyms	11360	0	3
hitch	unlatch	antonyms	11382	0	3
month	w	meronyms	10736	0	3
